sales_id,order_id,order_date,order_date_key,ship_date,ship_mode,customer_id,product_id,country,city,state,region,quantity,sales_amount,gross_sales,discount,discount_pct,profit,year,month
12,CA-2014-115812,2014-06-09 00:00:00.000000,20140609,2014-06-14 00:00:00.000000,Standard Class,BH-11710,TEC-PH-10002033,United States,Los Angeles,California,West,4,911.424,911.624,0.2,0.00021938869533930655,68.35680000000002,2014,6
13,CA-2017-114412,2017-04-15 00:00:00.000000,20170415,2017-04-20 00:00:00.000000,Standard Class,AA-10480,OFF-PA-10002365,United States,Concord,North Carolina,South,3,15.552000000000003,15.752000000000002,0.2,0.012696800406297611,5.4432,2017,4
14,CA-2016-161389,2016-12-05 00:00:00.000000,20161205,2016-12-10 00:00:00.000000,Standard Class,IM-15070,OFF-BI-10003656,United States,Seattle,Washington,West,3,407.97600000000006,408.17600000000004,0.2,0.0004899847124769707,132.59219999999993,2016,12
15,US-2015-118983,2015-11-22 00:00:00.000000,20151122,2015-11-26 00:00:00.000000,Standard Class,HP-14815,OFF-AP-10002311,United States,Fort Worth,Texas,Central,5,68.80999999999999,69.60999999999999,0.8,0.011492601637695736,-123.858,2015,11
16,US-2015-118983,2015-11-22 00:00:00.000000,20151122,2015-11-26 00:00:00.000000,Standard Class,HP-14815,OFF-BI-10000756,United States,Fort Worth,Texas,Central,3,2.5439999999999996,3.3439999999999994,0.8,0.2392344497607656,-3.8160000000000016,2015,11
17,CA-2014-105893,2014-11-11 00:00:00.000000,20141111,2014-11-18 00:00:00.000000,Standard Class,PK-19075,OFF-ST-10004186,United States,Madison,Wisconsin,Central,6,665.88,665.88,0.0,0.0,13.317599999999999,2014,11
18,CA-2014-167164,2014-05-13 00:00:00.000000,20140513,2014-05-15 00:00:00.000000,Second Class,AG-10270,OFF-ST-10000107,United States,West Jordan,Utah,West,2,55.5,55.5,0.0,0.0,9.989999999999995,2014,5
19,CA-2014-143336,2014-08-27 00:00:00.000000,20140827,2014-09-01 00:00:00.000000,Second Class,ZD-21925,OFF-AR-10003056,United States,San Francisco,California,West,2,8.56,8.56,0.0,0.0,2.4823999999999993,2014,8
20,CA-2014-143336,2014-08-27 00:00:00.000000,20140827,2014-09-01 00:00:00.000000,Second Class,ZD-21925,TEC-PH-10001949,United States,San Francisco,California,West,3,213.48000000000002,213.68,0.2,0.0009359790340696368,16.01099999999998,2014,8
21,CA-2014-143336,2014-08-27 00:00:00.000000,20140827,2014-09-01 00:00:00.000000,Second Class,ZD-21925,OFF-BI-10002215,United States,San Francisco,California,West,4,22.72,22.919999999999998,0.2,0.008726003490401398,7.383999999999999,2014,8
22,CA-2016-137330,2016-12-09 00:00:00.000000,20161209,2016-12-13 00:00:00.000000,Standard Class,KB-16585,OFF-AR-10000246,United States,Fremont,Nebraska,Central,7,19.459999999999997,19.459999999999997,0.0,0.0,5.0596,2016,12
23,CA-2016-137330,2016-12-09 00:00:00.000000,20161209,2016-12-13 00:00:00.000000,Standard Class,KB-16585,OFF-AP-10001492,United States,Fremont,Nebraska,Central,7,60.339999999999996,60.339999999999996,0.0,0.0,15.688400000000001,2016,12
24,US-2017-156909,2017-07-16 00:00:00.000000,20170716,2017-07-18 00:00:00.000000,Second Class,SF-20065,FUR-CH-10002774,United States,Philadelphia,Pennsylvania,East,2,71.37199999999999,71.67199999999998,0.3,0.004185735015068647,-1.0196000000000005,2017,7
25,CA-2015-106320,2015-09-25 00:00:00.000000,20150925,2015-09-30 00:00:00.000000,Standard Class,EB-13870,FUR-TA-10000577,United States,Orem,Utah,West,3,1044.6299999999999,1044.6299999999999,0.0,0.0,240.2649,2015,9
26,CA-2016-121755,2016-01-16 00:00:00.000000,20160116,2016-01-20 00:00:00.000000,Second Class,EH-13945,OFF-BI-10001634,United States,Los Angeles,California,West,2,11.648000000000001,11.848,0.2,0.01688048615800135,4.2224,2016,1
27,CA-2016-121755,2016-01-16 00:00:00.000000,20160116,2016-01-20 00:00:00.000000,Second Class,EH-13945,TEC-AC-10003027,United States,Los Angeles,California,West,3,90.57000000000001,90.57000000000001,0.0,0.0,11.774100000000004,2016,1
28,US-2015-150630,2015-09-17 00:00:00.000000,20150917,2015-09-21 00:00:00.000000,Standard Class,TB-21520,FUR-BO-10004834,United States,Philadelphia,Pennsylvania,East,7,3083.4300000000003,3083.9300000000003,0.5,0.0001621307876637926,-1665.0522,2015,9
29,US-2015-150630,2015-09-17 00:00:00.000000,20150917,2015-09-21 00:00:00.000000,Standard Class,TB-21520,OFF-BI-10000474,United States,Philadelphia,Pennsylvania,East,2,9.618000000000002,10.318000000000001,0.7,0.06784260515603797,-7.0532,2015,9
30,US-2015-150630,2015-09-17 00:00:00.000000,20150917,2015-09-21 00:00:00.000000,Standard Class,TB-21520,FUR-FU-10004848,United States,Philadelphia,Pennsylvania,East,3,124.20000000000002,124.40000000000002,0.2,0.0016077170418006429,15.524999999999991,2015,9
31,US-2015-150630,2015-09-17 00:00:00.000000,20150917,2015-09-21 00:00:00.000000,Standard Class,TB-21520,OFF-EN-10001509,United States,Philadelphia,Pennsylvania,East,2,3.2640000000000002,3.4640000000000004,0.2,0.057736720554272515,1.1015999999999997,2015,9
32,US-2015-150630,2015-09-17 00:00:00.000000,20150917,2015-09-21 00:00:00.000000,Standard Class,TB-21520,OFF-AR-10004042,United States,Philadelphia,Pennsylvania,East,6,86.304,86.504,0.2,0.0023120318135577546,9.709199999999989,2015,9
33,US-2015-150630,2015-09-17 00:00:00.000000,20150917,2015-09-21 00:00:00.000000,Standard Class,TB-21520,OFF-BI-10001525,United States,Philadelphia,Pennsylvania,East,6,6.858000000000001,7.558000000000002,0.7,0.09261709446943633,-5.715,2015,9
34,US-2015-150630,2015-09-17 00:00:00.000000,20150917,2015-09-21 00:00:00.000000,Standard Class,TB-21520,OFF-AR-10001683,United States,Philadelphia,Pennsylvania,East,2,15.76,15.959999999999999,0.2,0.012531328320802006,3.5460000000000007,2015,9
35,CA-2017-107727,2017-10-19 00:00:00.000000,20171019,2017-10-23 00:00:00.000000,Second Class,MA-17560,OFF-PA-10000249,United States,Houston,Texas,Central,3,29.472,29.672,0.2,0.0067403612833647885,9.946799999999998,2017,10
36,CA-2016-117590,2016-12-08 00:00:00.000000,20161208,2016-12-10 00:00:00.000000,First Class,GH-14485,TEC-PH-10004977,United States,Richardson,Texas,Central,7,1097.5440000000003,1097.7440000000004,0.2,0.00018219184072060512,123.4736999999999,2016,12
37,CA-2016-117590,2016-12-08 00:00:00.000000,20161208,2016-12-10 00:00:00.000000,First Class,GH-14485,FUR-FU-10003664,United States,Richardson,Texas,Central,5,190.92,191.51999999999998,0.6,0.0031328320802005015,-147.96300000000002,2016,12
38,CA-2015-117415,2015-12-27 00:00:00.000000,20151227,2015-12-31 00:00:00.000000,Standard Class,SN-20710,OFF-EN-10002986,United States,Houston,Texas,Central,9,113.328,113.528,0.2,0.0017616799379888662,35.415,2015,12
39,CA-2015-117415,2015-12-27 00:00:00.000000,20151227,2015-12-31 00:00:00.000000,Standard Class,SN-20710,FUR-BO-10002545,United States,Houston,Texas,Central,3,532.3992,532.7192,0.32,0.0006006916964885065,-46.97640000000001,2015,12
40,CA-2015-117415,2015-12-27 00:00:00.000000,20151227,2015-12-31 00:00:00.000000,Standard Class,SN-20710,FUR-CH-10004218,United States,Houston,Texas,Central,3,212.058,212.358,0.3,0.0014127087277145197,-15.146999999999991,2015,12
41,CA-2015-117415,2015-12-27 00:00:00.000000,20151227,2015-12-31 00:00:00.000000,Standard Class,SN-20710,TEC-PH-10000486,United States,Houston,Texas,Central,4,371.168,371.368,0.2,0.0005385493634346524,41.75639999999996,2015,12
42,CA-2017-120999,2017-09-10 00:00:00.000000,20170910,2017-09-15 00:00:00.000000,Standard Class,LC-16930,TEC-PH-10004093,United States,Naperville,Illinois,Central,4,147.168,147.368,0.2,0.0013571467347049564,16.556399999999996,2017,9
43,CA-2016-101343,2016-07-17 00:00:00.000000,20160717,2016-07-22 00:00:00.000000,Standard Class,RA-19885,OFF-ST-10003479,United States,Los Angeles,California,West,2,77.88,77.88,0.0,0.0,3.8939999999999912,2016,7
44,CA-2017-139619,2017-09-19 00:00:00.000000,20170919,2017-09-23 00:00:00.000000,Standard Class,ES-14080,OFF-ST-10003282,United States,Melbourne,Florida,South,2,95.616,95.816,0.2,0.002087334056942473,9.56160000000001,2017,9
45,CA-2016-118255,2016-03-11 00:00:00.000000,20160311,2016-03-13 00:00:00.000000,First Class,ON-18715,TEC-AC-10000171,United States,Eagan,Minnesota,Central,2,45.98,45.98,0.0,0.0,19.7714,2016,3
46,CA-2016-118255,2016-03-11 00:00:00.000000,20160311,2016-03-13 00:00:00.000000,First Class,ON-18715,OFF-BI-10003291,United States,Eagan,Minnesota,Central,2,17.46,17.46,0.0,0.0,8.206199999999999,2016,3
47,CA-2014-146703,2014-10-20 00:00:00.000000,20141020,2014-10-25 00:00:00.000000,Second Class,PO-18865,OFF-ST-10001713,United States,Westland,Michigan,Central,4,211.96,211.96,0.0,0.0,8.478399999999993,2014,10
48,CA-2016-169194,2016-06-20 00:00:00.000000,20160620,2016-06-25 00:00:00.000000,Standard Class,LH-16900,TEC-AC-10002167,United States,Dover,Delaware,East,3,45.0,45.0,0.0,0.0,4.950000000000001,2016,6
49,CA-2016-169194,2016-06-20 00:00:00.000000,20160620,2016-06-25 00:00:00.000000,Standard Class,LH-16900,TEC-PH-10003988,United States,Dover,Delaware,East,2,21.8,21.8,0.0,0.0,6.104000000000001,2016,6
50,CA-2015-115742,2015-04-18 00:00:00.000000,20150418,2015-04-22 00:00:00.000000,Standard Class,DP-13000,OFF-BI-10004410,United States,New Albany,Indiana,Central,6,38.22,38.22,0.0,0.0,17.9634,2015,4
51,CA-2015-115742,2015-04-18 00:00:00.000000,20150418,2015-04-22 00:00:00.000000,Standard Class,DP-13000,OFF-LA-10002762,United States,New Albany,Indiana,Central,6,75.17999999999999,75.17999999999999,0.0,0.0,35.334599999999995,2015,4
52,CA-2015-115742,2015-04-18 00:00:00.000000,20150418,2015-04-22 00:00:00.000000,Standard Class,DP-13000,FUR-FU-10001706,United States,New Albany,Indiana,Central,2,6.16,6.16,0.0,0.0,2.9568,2015,4
53,CA-2015-115742,2015-04-18 00:00:00.000000,20150418,2015-04-22 00:00:00.000000,Standard Class,DP-13000,FUR-CH-10003061,United States,New Albany,Indiana,Central,1,89.99,89.99,0.0,0.0,17.098099999999988,2015,4
54,CA-2016-105816,2016-12-11 00:00:00.000000,20161211,2016-12-17 00:00:00.000000,Standard Class,JM-15265,OFF-FA-10000304,United States,New York City,New York,East,7,15.260000000000002,15.260000000000002,0.0,0.0,6.256600000000001,2016,12
55,CA-2016-105816,2016-12-11 00:00:00.000000,20161211,2016-12-17 00:00:00.000000,Standard Class,JM-15265,TEC-PH-10002447,United States,New York City,New York,East,5,1029.95,1029.95,0.0,0.0,298.6855,2016,12
56,CA-2016-111682,2016-06-17 00:00:00.000000,20160617,2016-06-18 00:00:00.000000,First Class,TB-21055,OFF-ST-10000604,United States,Troy,New York,East,6,208.56,208.56,0.0,0.0,52.139999999999986,2016,6
57,CA-2016-111682,2016-06-17 00:00:00.000000,20160617,2016-06-18 00:00:00.000000,First Class,TB-21055,OFF-PA-10001569,United States,Troy,New York,East,5,32.400000000000006,32.400000000000006,0.0,0.0,15.552000000000001,2016,6
58,CA-2016-111682,2016-06-17 00:00:00.000000,20160617,2016-06-18 00:00:00.000000,First Class,TB-21055,FUR-CH-10003968,United States,Troy,New York,East,5,319.41,319.51000000000005,0.1,0.0003129792494757597,7.098000000000006,2016,6
59,CA-2016-111682,2016-06-17 00:00:00.000000,20160617,2016-06-18 00:00:00.000000,First Class,TB-21055,OFF-PA-10000587,United States,Troy,New York,East,2,14.56,14.56,0.0,0.0,6.9888,2016,6
60,CA-2016-111682,2016-06-17 00:00:00.000000,20160617,2016-06-18 00:00:00.000000,First Class,TB-21055,TEC-AC-10002167,United States,Troy,New York,East,2,30.0,30.0,0.0,0.0,3.3000000000000007,2016,6
61,CA-2016-111682,2016-06-17 00:00:00.000000,20160617,2016-06-18 00:00:00.000000,First Class,TB-21055,OFF-BI-10001460,United States,Troy,New York,East,4,48.480000000000004,48.68000000000001,0.2,0.004108463434675431,16.362,2016,6
62,CA-2016-111682,2016-06-17 00:00:00.000000,20160617,2016-06-18 00:00:00.000000,First Class,TB-21055,OFF-AR-10001868,United States,Troy,New York,East,1,1.68,1.68,0.0,0.0,0.84,2016,6
63,CA-2015-135545,2015-11-24 00:00:00.000000,20151124,2015-11-30 00:00:00.000000,Standard Class,KM-16720,TEC-AC-10004633,United States,Los Angeles,California,West,2,13.98,13.98,0.0,0.0,6.151200000000001,2015,11
64,CA-2015-135545,2015-11-24 00:00:00.000000,20151124,2015-11-30 00:00:00.000000,Standard Class,KM-16720,OFF-BI-10001078,United States,Los Angeles,California,West,6,25.824,26.024,0.2,0.007685213648939441,9.3612,2015,11
65,CA-2015-135545,2015-11-24 00:00:00.000000,20151124,2015-11-30 00:00:00.000000,Standard Class,KM-16720,OFF-PA-10003892,United States,Los Angeles,California,West,3,146.73,146.73,0.0,0.0,68.9631,2015,11
66,CA-2015-135545,2015-11-24 00:00:00.000000,20151124,2015-11-30 00:00:00.000000,Standard Class,KM-16720,FUR-FU-10000397,United States,Los Angeles,California,West,4,79.76,79.76,0.0,0.0,22.332800000000006,2015,11
67,US-2015-164175,2015-04-30 00:00:00.000000,20150430,2015-05-05 00:00:00.000000,Standard Class,PS-18970,FUR-CH-10001146,United States,Chicago,Illinois,Central,5,213.11499999999998,213.415,0.3,0.0014057118759224984,-15.22250000000001,2015,4
68,CA-2014-106376,2014-12-05 00:00:00.000000,20141205,2014-12-10 00:00:00.000000,Standard Class,BS-11590,OFF-AR-10002671,United States,Gilbert,Arizona,West,8,1113.0240000000001,1113.2240000000002,0.2,0.00017965836165946834,111.30239999999998,2014,12
69,CA-2014-106376,2014-12-05 00:00:00.000000,20141205,2014-12-10 00:00:00.000000,Standard Class,BS-11590,TEC-PH-10002726,United States,Gilbert,Arizona,West,4,167.96800000000002,168.168,0.2,0.0011892869035726179,62.988,2014,12
70,CA-2016-119823,2016-06-04 00:00:00.000000,20160604,2016-06-06 00:00:00.000000,First Class,KD-16270,OFF-PA-10000482,United States,Springfield,Virginia,South,2,75.88,75.88,0.0,0.0,35.663599999999995,2016,6
71,CA-2016-106075,2016-09-18 00:00:00.000000,20160918,2016-09-23 00:00:00.000000,Standard Class,HM-14980,OFF-BI-10004654,United States,New York City,New York,East,1,4.616,4.816,0.2,0.04152823920265781,1.7309999999999999,2016,9
72,CA-2017-114440,2017-09-14 00:00:00.000000,20170914,2017-09-17 00:00:00.000000,Second Class,TB-21520,OFF-PA-10004675,United States,Jackson,Michigan,Central,3,19.049999999999997,19.049999999999997,0.0,0.0,8.763,2017,9
73,US-2015-134026,2015-04-26 00:00:00.000000,20150426,2015-05-02 00:00:00.000000,Standard Class,JE-15745,FUR-CH-10000513,United States,Memphis,Tennessee,South,8,831.9360000000001,832.1360000000002,0.2,0.00024034532816751103,-114.39120000000003,2015,4
74,US-2015-134026,2015-04-26 00:00:00.000000,20150426,2015-05-02 00:00:00.000000,Standard Class,JE-15745,FUR-FU-10003708,United States,Memphis,Tennessee,South,2,97.04,97.24000000000001,0.2,0.0020567667626491155,1.2129999999999974,2015,4
75,US-2015-134026,2015-04-26 00:00:00.000000,20150426,2015-05-02 00:00:00.000000,Standard Class,JE-15745,OFF-ST-10004123,United States,Memphis,Tennessee,South,1,72.784,72.98400000000001,0.2,0.002740326646936315,-18.196,2015,4
76,US-2017-118038,2017-12-09 00:00:00.000000,20171209,2017-12-11 00:00:00.000000,First Class,KB-16600,OFF-BI-10004182,United States,Houston,Texas,Central,3,1.2479999999999998,2.048,0.8,0.390625,-1.9344000000000006,2017,12
77,US-2017-118038,2017-12-09 00:00:00.000000,20171209,2017-12-11 00:00:00.000000,First Class,KB-16600,FUR-FU-10000260,United States,Houston,Texas,Central,3,9.708,10.308,0.6,0.05820721769499418,-5.8248000000000015,2017,12
78,US-2017-118038,2017-12-09 00:00:00.000000,20171209,2017-12-11 00:00:00.000000,First Class,KB-16600,OFF-ST-10000615,United States,Houston,Texas,Central,3,27.240000000000002,27.44,0.2,0.007288629737609329,2.724000000000002,2017,12
79,US-2014-147606,2014-11-26 00:00:00.000000,20141126,2014-12-01 00:00:00.000000,Second Class,JE-15745,FUR-FU-10003194,United States,Houston,Texas,Central,5,19.3,19.900000000000002,0.6,0.030150753768844216,-14.475000000000001,2014,11
80,CA-2016-127208,2016-06-12 00:00:00.000000,20160612,2016-06-15 00:00:00.000000,First Class,SC-20770,OFF-AP-10002118,United States,Decatur,Alabama,South,1,208.16,208.16,0.0,0.0,56.20320000000001,2016,6
81,CA-2016-127208,2016-06-12 00:00:00.000000,20160612,2016-06-15 00:00:00.000000,First Class,SC-20770,OFF-BI-10002309,United States,Decatur,Alabama,South,3,16.740000000000002,16.740000000000002,0.0,0.0,8.0352,2016,6
82,CA-2014-139451,2014-10-12 00:00:00.000000,20141012,2014-10-16 00:00:00.000000,Standard Class,DN-13690,OFF-AR-10002053,United States,San Francisco,California,West,5,14.9,14.9,0.0,0.0,4.172000000000001,2014,10
83,CA-2014-139451,2014-10-12 00:00:00.000000,20141012,2014-10-16 00:00:00.000000,Standard Class,DN-13690,OFF-ST-10002370,United States,San Francisco,California,West,1,21.39,21.39,0.0,0.0,6.203099999999999,2014,10
84,CA-2015-149734,2015-09-03 00:00:00.000000,20150903,2015-09-08 00:00:00.000000,Standard Class,JC-16105,OFF-EN-10000927,United States,Durham,North Carolina,South,7,200.98400000000004,201.18400000000003,0.2,0.0009941148401463337,62.807499999999976,2015,9
85,US-2017-119662,2017-11-13 00:00:00.000000,20171113,2017-11-16 00:00:00.000000,First Class,CS-12400,OFF-ST-10003656,United States,Chicago,Illinois,Central,3,230.376,230.576,0.2,0.0008673929637082785,-48.9549,2017,11
86,CA-2017-140088,2017-05-28 00:00:00.000000,20170528,2017-05-30 00:00:00.000000,Second Class,PO-18865,FUR-CH-10000863,United States,Columbia,South Carolina,South,2,301.96,301.96,0.0,0.0,33.215599999999995,2017,5
87,CA-2017-155558,2017-10-26 00:00:00.000000,20171026,2017-11-02 00:00:00.000000,Standard Class,PG-18895,TEC-AC-10001998,United States,Rochester,Minnesota,Central,1,19.99,19.99,0.0,0.0,6.796599999999998,2017,10
88,CA-2017-155558,2017-10-26 00:00:00.000000,20171026,2017-11-02 00:00:00.000000,Standard Class,PG-18895,OFF-LA-10000134,United States,Rochester,Minnesota,Central,2,6.16,6.16,0.0,0.0,2.9568,2017,10
89,CA-2016-159695,2016-04-05 00:00:00.000000,20160405,2016-04-10 00:00:00.000000,Second Class,GM-14455,OFF-ST-10003442,United States,Houston,Texas,Central,7,158.36800000000002,158.568,0.2,0.0012612885323646638,13.857199999999999,2016,4
90,CA-2016-109806,2016-09-17 00:00:00.000000,20160917,2016-09-22 00:00:00.000000,Standard Class,JS-15685,OFF-AR-10004930,United States,Los Angeles,California,West,3,20.1,20.1,0.0,0.0,6.632999999999998,2016,9
91,CA-2016-109806,2016-09-17 00:00:00.000000,20160917,2016-09-22 00:00:00.000000,Standard Class,JS-15685,TEC-PH-10004093,United States,Los Angeles,California,West,2,73.584,73.784,0.2,0.002710614767429253,8.278199999999998,2016,9
92,CA-2016-109806,2016-09-17 00:00:00.000000,20160917,2016-09-22 00:00:00.000000,Standard Class,JS-15685,OFF-PA-10000304,United States,Los Angeles,California,West,1,6.48,6.48,0.0,0.0,3.1104000000000003,2016,9
93,CA-2015-149587,2015-01-31 00:00:00.000000,20150131,2015-02-05 00:00:00.000000,Second Class,KB-16315,OFF-PA-10003177,United States,Minneapolis,Minnesota,Central,2,12.96,12.96,0.0,0.0,6.2208000000000006,2015,1
94,CA-2015-149587,2015-01-31 00:00:00.000000,20150131,2015-02-05 00:00:00.000000,Second Class,KB-16315,FUR-FU-10003799,United States,Minneapolis,Minnesota,Central,3,53.34,53.34,0.0,0.0,16.535399999999996,2015,1
95,CA-2015-149587,2015-01-31 00:00:00.000000,20150131,2015-02-05 00:00:00.000000,Second Class,KB-16315,OFF-BI-10002852,United States,Minneapolis,Minnesota,Central,2,32.96,32.96,0.0,0.0,16.1504,2015,1
96,US-2017-109484,2017-11-06 00:00:00.000000,20171106,2017-11-12 00:00:00.000000,Standard Class,RB-19705,OFF-BI-10004738,United States,Portland,Oregon,West,1,5.682000000000001,6.3820000000000014,0.7,0.10968348480100279,-3.7880000000000003,2017,11
97,CA-2017-161018,2017-11-09 00:00:00.000000,20171109,2017-11-11 00:00:00.000000,Second Class,PN-18775,FUR-FU-10000629,United States,New York City,New York,East,7,96.53,96.53,0.0,0.0,40.5426,2017,11
98,CA-2017-157833,2017-06-17 00:00:00.000000,20170617,2017-06-20 00:00:00.000000,First Class,KD-16345,OFF-BI-10001721,United States,San Francisco,California,West,3,51.312,51.512,0.2,0.0038825904643578196,17.9592,2017,6
99,CA-2016-149223,2016-09-06 00:00:00.000000,20160906,2016-09-11 00:00:00.000000,Standard Class,ER-13855,OFF-AP-10000358,United States,Saint Paul,Minnesota,Central,6,77.88,77.88,0.0,0.0,22.585199999999993,2016,9
100,CA-2016-158568,2016-08-29 00:00:00.000000,20160829,2016-09-02 00:00:00.000000,Standard Class,RB-19465,OFF-PA-10003256,United States,Chicago,Illinois,Central,7,64.624,64.824,0.2,0.0030852770578797977,22.618399999999994,2016,8
101,CA-2016-158568,2016-08-29 00:00:00.000000,20160829,2016-09-02 00:00:00.000000,Standard Class,RB-19465,TEC-AC-10001767,United States,Chicago,Illinois,Central,3,95.97600000000001,96.17600000000002,0.2,0.002079520878389619,-10.79730000000001,2016,8
102,CA-2016-158568,2016-08-29 00:00:00.000000,20160829,2016-09-02 00:00:00.000000,Standard Class,RB-19465,OFF-BI-10002609,United States,Chicago,Illinois,Central,3,1.7879999999999996,2.5879999999999996,0.8,0.30911901081916543,-3.0396,2016,8
103,CA-2016-129903,2016-12-01 00:00:00.000000,20161201,2016-12-04 00:00:00.000000,Second Class,GZ-14470,OFF-PA-10004040,United States,Rochester,Minnesota,Central,4,23.92,23.92,0.0,0.0,11.7208,2016,12
104,US-2015-156867,2015-11-13 00:00:00.000000,20151113,2015-11-17 00:00:00.000000,Standard Class,LC-16870,TEC-AC-10001552,United States,Aurora,Colorado,West,6,238.89600000000002,239.096,0.2,0.0008364840900726069,-26.875800000000012,2015,11
105,US-2015-156867,2015-11-13 00:00:00.000000,20151113,2015-11-17 00:00:00.000000,Standard Class,LC-16870,FUR-FU-10004006,United States,Aurora,Colorado,West,3,102.35999999999999,102.55999999999999,0.2,0.001950078003120125,-3.8385000000000105,2015,11
106,US-2015-156867,2015-11-13 00:00:00.000000,20151113,2015-11-17 00:00:00.000000,Standard Class,LC-16870,OFF-BI-10002794,United States,Aurora,Colorado,West,3,36.882000000000005,37.58200000000001,0.7,0.01862593794901814,-25.8174,2015,11
107,CA-2017-119004,2017-11-23 00:00:00.000000,20171123,2017-11-28 00:00:00.000000,Standard Class,JM-15250,TEC-AC-10003499,United States,Charlotte,North Carolina,South,8,74.11200000000001,74.31200000000001,0.2,0.0026913553665626005,17.6016,2017,11
108,CA-2017-119004,2017-11-23 00:00:00.000000,20171123,2017-11-28 00:00:00.000000,Standard Class,JM-15250,TEC-PH-10002844,United States,Charlotte,North Carolina,South,1,27.992000000000004,28.192000000000004,0.2,0.007094211123723042,2.0993999999999993,2017,11
109,CA-2017-119004,2017-11-23 00:00:00.000000,20171123,2017-11-28 00:00:00.000000,Standard Class,JM-15250,OFF-AR-10000390,United States,Charlotte,North Carolina,South,1,3.3040000000000003,3.5040000000000004,0.2,0.05707762557077625,1.0737999999999999,2017,11
110,CA-2015-129476,2015-10-15 00:00:00.000000,20151015,2015-10-20 00:00:00.000000,Standard Class,PA-19060,TEC-AC-10000844,United States,Orland Park,Illinois,Central,5,339.96000000000004,340.16,0.2,0.0005879586077140169,67.99199999999996,2015,10
111,CA-2017-146780,2017-12-25 00:00:00.000000,20171225,2017-12-30 00:00:00.000000,Standard Class,CV-12805,FUR-FU-10001934,United States,New York City,New York,East,2,41.96,41.96,0.0,0.0,10.909600000000001,2017,12
112,CA-2016-128867,2016-11-03 00:00:00.000000,20161103,2016-11-10 00:00:00.000000,Standard Class,CL-12565,OFF-AR-10000380,United States,Urbandale,Iowa,Central,2,75.96,75.96,0.0,0.0,22.78799999999999,2016,11
113,CA-2016-128867,2016-11-03 00:00:00.000000,20161103,2016-11-10 00:00:00.000000,Standard Class,CL-12565,OFF-BI-10003981,United States,Urbandale,Iowa,Central,6,27.240000000000002,27.240000000000002,0.0,0.0,13.3476,2016,11
114,CA-2014-115259,2014-08-25 00:00:00.000000,20140825,2014-08-27 00:00:00.000000,Second Class,RC-19960,OFF-FA-10000621,United States,Columbus,Ohio,East,14,40.096000000000004,40.29600000000001,0.2,0.004963271788763152,14.534799999999997,2014,8
